 EMILI Output File
 ------------------------------------
 Input Line List: zone-MYSO-emi.in
 Input Matched List: zone-MYSO-emi.match
 Results List: zone-MYSO-emi.out
 Short Results List: zone-MYSO-emi.dat
 Abundance Table: abun.dat
 Electron Temp:  10000.
 Electron Density:    100.
 Inst. Resolution:    100.

 ICF Values: Bin/%
 ix 1:    9.99999978E-03
 ix 2:   0.987000048    
 ix 3:    1.00000005E-03
 ix 4:    1.00000005E-03
 ix 5:    1.00000005E-03

 Velocity Structure: Bin/Vel(km/s)
 irvcor 1:    171.206421    
 irvcor 2:    160.233536    
 irvcor 3:    159.780563    
 irvcor 4:    160.551498    
 irvcor 5:    160.551498    

Observed Line:  4609.12  6.9E-04  S/N:     9.56 FWHM:  30.2
   4606.67 |    4607.030 [Fe III]   1746940929     38  4.1E-01 -23.7 3/0 5A
+  6456.78 |    6457.300 [Cr III]   1612756005     54  6.8E-05 -24.1 5/0 7 
+  6456.77 |    6457.330$ Si I       940011546      6  2.3E-05 -25.9 0/0 5C
+  6456.77 |    6457.375$ Si I       939725841      7  2.4E-05 -28.0 0/0 5C
+  6456.78 |    6457.461  Fe II     1746441536      7  1.1E-04 -31.6 7/0 7 
+  6456.77 |    6457.550$ Fe I      1745635495      7  2.7E-05 -36.1 0/0 5C
   6456.78 |    6458.305$ Fe II     1746377012      7  1.2E-04 -70.8 0/0 7 
   6456.77 |    6458.680  Fe III]   1746989097     22  3.1E-05 -88.9 5/1 9  6487.480-132.3
   6456.77 |    6459.040$ Si I       940007450      6  2.3E-05-105.3 0/0 8 
   6456.77 |    6459.174  Fe I      1745093724      8  4.4E-05-111.6 6/0 * 
   6456.77 |    6459.284  Fe I      1745092700      8  4.4E-05-116.7 5/1 9  6504.504-109.6
   6456.78 |    6459.400  S  II     1074989152    262  2.6E-05-121.6 2/0 * 
   6456.78 |    6459.810  C  II      403940506    262  5.8E-04-140.7 4/0 9 
   6456.77 |    6460.235$ Fe I      1745632422      7  2.7E-05-160.8 0/0 8 
   6456.78 |    6460.500  C  II      403939480    261  5.8E-04-172.7 7/0 9 
   6456.78 |    6460.592  Fe II]    1746109559     23  2.8E-05-177.0 4/0 * 
   6456.77 |    6460.904$ Si I       939793429      7  2.3E-05-191.9 0/0 8 
   6456.77 |    6460.950$ Si I       940002330      6  2.3E-05-194.0 0/0 8 
   6456.77 |    6461.056  Si I       939721745    263  2.4E-05-198.9 6/1 9  6388.791-202.4
   6456.77 |    6461.240$ Si I       940000282      6  2.3E-05-207.5 0/0 8 
   6456.78 | >  6462.040* C  II      403755037    262  5.8E-04-244.1 0/0 0<

Observed Line:  6460.28  9.7E-04  S/N:    10.58 FWHM:  49.9
   6456.84 |    6455.977  O  I       536904714    263  5.9E-04  40.1 1/0 8 
   6456.83 |    6456.020 [V  II]    1544587272     38  8.2E-05  37.7 5/0 * 
   6456.84 |    6456.384  Fe II     1745969204      7  1.7E-02  21.2 2/0 5A
+  6456.83 |    6456.617$ Fe I      1745663149      7  2.7E-05  10.0 0/0 5A
   6456.83 |    6457.238$ Fe I      1745633446      7  2.7E-05 -18.9 0/0 6C
   6456.84 |    6457.300 [Cr III]   1612756005     54  6.8E-05 -21.3 5/0 8 
   6456.83 |    6457.330$ Si I       940011546      6  2.3E-05 -23.2 0/0 7D
   6456.83 |    6457.375$ Si I       939725841      7  2.4E-05 -25.2 0/0 7D
   6456.84 |    6457.461  Fe II     1746441536      7  1.1E-04 -28.8 7/0 9 
   6456.83 |    6457.550$ Fe I      1745635495      7  2.7E-05 -33.4 0/0 8 
   6456.84 |    6458.305$ Fe II     1746377012      7  1.2E-04 -68.0 0/0 8 
   6456.84 | >  6459.810  C  II      403940506    262  5.8E-04-137.9 4/0 0<

Observed Line:  6470.76  7.5E-04  S/N:     2.19 FWHM:  62.0
   6467.31 |    6466.577 [Fe II]    1745896450     55  3.7E-01  33.8 5/0 5A
+  6467.31 |    6467.290 [Ni II]    1880107012     54  7.7E-03   0.7 3/0 5A
   6467.31 |    6468.800  C  II      403938456    261  5.8E-04 -68.9 8/0 *C
   6467.31 | >  6471.990  C  II      403940507    262  5.8E-04-216.7 2/0 0<

Observed Line:  6488.09  1.6E-04  S/N:     1.11 FWHM:   4.4
+  6484.64 |    6484.069  N  I       469840914    263  6.5E-05  26.2 2/0 6B
+  6484.64 |    6484.090  Ni II     1880143895      6  1.1E-04  25.2 3/0 6B
+  6484.64 |    6484.760  Si II      940678239    262  5.7E-05  -5.7 2/0 6B
+  6484.64 |    6484.808  N  I       469834769    263  6.5E-05  -8.0 5/0 6B
+  6484.63 |    6485.282 [Fe II]    1745941530     39  4.4E-02 -30.3 1/0 4A
   6484.64 |    6487.339  Fe II     1746074734      7  1.7E-03-125.0 2/0 9 
   6484.64 |    6487.792  Fe II     1746463089      7  9.3E-05-145.9 2/0 * 
   6484.64 |    6488.864  Fe II     1746428224      7  1.1E-04-195.5 7/0 * 
   6484.64 |    6489.327$ Fe II     1746363698      7  1.2E-04-216.9 0/0 8 
   6484.64 |    6489.700 [V  III]   1545611266     53  2.1E-04-234.1 4/0 * 
   6484.63 |    6489.964 [Fe II]    1745943585     55  4.0E-02-246.7 4/1 7  6438.619-235.5
   6484.64 | >  6491.246  Fe II     1746002004      7  4.4E-03-305.5 7/0 0<

Observed Line:  6495.09  2.3E-04  S/N:     3.63 FWHM:  41.1
   6491.62 |    6490.810$ Fe I      1745636520      7  2.7E-05  37.6 0/0 7 
+  6491.63 |    6491.222  N  I       469832720    263  6.5E-05  19.0 8/0 6D
+  6491.63 |    6491.246  Fe II     1746002004      7  4.4E-03  17.9 7/2 2A 6317.983  26.7 6455.837  43.9
+  6491.63 |    6491.444  Fe II     1746435391      7  1.1E-04   8.7 9/1 4C 6655.610  20.9
+  6491.63 |    6491.669$ Fe II     1746362674      7  1.2E-04  -1.7 0/0 3B
   6491.63 |    6492.506  Fe II]    1746162878     23  1.1E-05 -40.4 4/0 9 
   6491.63 |    6493.035  Fe II     1746000980      7  4.4E-03 -64.8 9/0 8 
   6491.63 |    6493.520  C  II      403954859      6  5.8E-04 -87.2 2/0 8 
   6491.62 |    6493.650$ Si I       939943962      6  2.3E-05 -93.6 0/0 8 
   6491.63 |    6493.664* Al II      873522202    262  5.0E-06 -93.9 0/0 8 
   6491.62 |    6493.800  S  I      1073912909    261  8.2E-06-100.6 0/0 8 
   6491.62 | >  6496.052  Fe I      1745512602      7  2.8E-05-204.5 0/0 0<

Observed Line:  6505.60  1.7E-04  S/N:    11.72 FWHM:   9.2
   6501.89 |    6500.850* Ca I      1342735452      7  5.0E-07  48.0 0/0 8 
   6502.14 |    6501.280  Cr II     1612294540      6  1.0E-06  39.5 6/1 9  6466.210  51.3
   6502.12 |    6501.404$ O  II      538128489      7  2.8E-06  33.1 0/0 8 
   6502.12 |    6501.421$ O  II      538127465      7  2.8E-06  32.3 0/0 8 
   6502.14 |    6501.570  Cr II     1612183866      6  1.4E-06  26.1 7/0 9 
   6502.14 |    6501.670  Cr II     1612392951      6  9.0E-07  21.5 4/0 8 
   6502.14 |    6501.785* Na I       738309124      7  3.6E-06  16.2 0/0 6 
   6502.14 |    6501.790$ Ni II     1880547535      6  3.1E-06  16.0 0/0 6 
   6501.89 |    6501.567  Ca I      1342808162      7  4.8E-07  14.9 0/0 6 
+  6502.13 |    6501.850  Cr I      1610909793      6  5.9E-07  12.8 3/0 7 
+  6501.89 |    6501.905  Ca I      1342816356      7  4.8E-07  -0.7 1/0 5B
+  6502.13 |    6502.180  Cr I      1610909794      6  5.9E-07  -2.4 4/0 6 
+  6502.12 |    6502.187$ O  II      538132588      7  2.8E-06  -3.1 0/0 4A
*+  6502.13 |    6502.311  Fe I      1745495191      8  2.8E-05  -8.5 */1 5B 6616.703 -18.9
+  6502.14 |    6502.333  Fe II]    1746073707     23  5.3E-05  -9.1 4/0 5B
   6502.12 |    6502.451$ O  II      538133613      7  2.8E-06 -15.2 0/0 6 
   6502.12 |    6502.502$ O  II      538132589      7  2.8E-06 -17.6 0/0 6 
   6502.14 |    6502.590$ Ni II     1880779019      6  3.0E-06 -20.9 0/0 6 
   6502.14 |    6502.720  Cr II]    1611739172     22  6.8E-06 -26.9 5/0 8 
   6501.89 |    6502.600  Ca I      1342821477      7  4.8E-07 -32.8 1/0 9 
   6501.89 |    6502.771* Ca I      1342706768      7  5.3E-07 -40.7 0/0 8 
   6502.14 |    6503.240$ Cr II     1612401126      6  9.0E-07 -50.9 0/0 8 
   6502.13 |    6503.374$ Fe I      1745600676      7  2.7E-05 -57.5 0/0 7 
   6502.14 |    6503.390  P  II     1007706130      6  9.5E-07 -57.8 5/0 * 
   6502.14 |    6503.420$ Ni II     1880508608      6  3.1E-06 -59.2 0/0 8 
   6501.89 |    6503.353  Ca I      1342820453      7  4.8E-07 -67.5 1/0 9 
   6502.14 |    6503.621  Fe II     1746244836      7  2.4E-04 -68.5 1/0 7 
   6502.13 |    6503.652  Fe I]     1745109094     24  7.4E-07 -70.3 2/0 * 
   6502.14 |    6503.690$ Cr II     1612400102      6  9.0E-07 -71.6 0/0 8 
   6502.13 |    6504.255*[Cr II]    1611731988     54  4.3E-04 -98.1 0/0 6 
   6502.13 | >  6505.090$[Cr II]    1611731989     54  4.3E-04-136.6 0/0 0<

Observed Line:  6520.17  1.3E-03  S/N:     5.82 FWHM:  62.4
+  6516.70 |    6516.540  Si II      940651545    262  6.3E-05   7.3 1/0 4A
+  6516.45 |    6516.300 [Ti II]    1477478418     54  8.1E-06   7.0 3/0 6D
+  6516.70 |    6517.000  C  II      403942569    261  5.8E-04 -13.9 2/0 5C
+  6516.68 |    6517.000  O  IV      540163207    260  9.1E-06 -14.6 3/0 7 
+  6516.70 |    6517.018  Fe II     1745999956      7  4.5E-03 -14.7 9/1 4A 6248.897 -19.5
   6516.70 |    6517.380  S  II     1074891836    262  2.6E-05 -31.4 3/0 9 
   6516.69 |    6518.366  Fe I      1744954403      8  9.8E-05 -77.2 2/0 9 
   6516.69 |    6518.517$ Fe I      1745596581      7  2.7E-05 -84.1 0/0 8 
   6516.70 | >  6518.700  C  II      403942570    261  5.8E-04 -92.1 1/0 0<

Observed Line:  6532.49  1.7E-04  S/N:     1.94 FWHM:  43.4
+  6529.01 |    6528.360  Ni II     1880799551      6  3.0E-06  30.0 1/0 6 
+  6529.00 |    6528.433$ Si I       939802646      7  2.3E-05  26.2 0/0 4C
+  6529.00 |    6528.630  Fe I]     1744963637     24  1.9E-06  17.1 6/2 4C 6466.804  23.3 6221.538  23.1
+  6529.01 |    6528.660$ Cr II     1612410362      6  9.0E-07  16.2 0/0 4C
+  6529.00 |    6528.674$ Fe I      1745551522      7  2.8E-05  15.1 0/0 3A
+  6529.01 |    6528.697  Fe II     1746441537      7  1.1E-04  14.5 5/0 4C
+  6529.00 |    6528.710  Cr I      1610836047      6  7.0E-07  13.5 */0 6 
+  6529.01 |    6528.750  Ni II     1880797503      6  3.0E-06  12.1 1/0 5 
+  6529.00 |    6528.749$ Fe I      1745602726      7  2.7E-05  11.7 0/0 3A
+  6529.01 |    6528.780$ Cr II     1612394994      6  9.1E-07  10.7 0/0 4C
+  6529.01 |    6528.780$ Cr II     1612409338      6  9.0E-07  10.7 0/0 4C
+  6529.00 |    6528.810  Fe III]   1747071074     22  6.3E-07   8.6 2/0 6 
+  6529.01 |    6528.920  Cr II]    1611834471     22  7.9E-07   4.3 5/0 6 
+  6529.00 |    6528.928$ O  II      538127466      7  2.8E-06   3.2 0/0 4C
+  6529.01 |    6529.030$ Cr II     1612393949      6  9.1E-07  -0.8 0/0 4C
+  6529.00 |    6529.200  Cr I      1610839121      6  7.0E-07  -9.0 3/0 6 
+  6529.00 |    6529.405  Si I       939721746    263  2.4E-05 -18.5 4/1 5  6384.776 -13.9
+  6529.00 |    6529.521$ Fe I      1745633450      7  2.7E-05 -23.8 0/0 4C
+  6529.01 |    6529.680  Fe II]    1746301183     22  2.9E-06 -30.7 */2 4C 6628.091 -19.1 6486.384 -80.9
   6529.00 |    6529.760  Cr I      1610838096      6  7.0E-07 -34.8 7/0 8 
   6529.01 |    6529.950  Cr II     1612139823      6  1.5E-06 -43.1 4/1 7  6492.560 -42.9
   6529.00 |    6530.000  Ne VI      676399163    259  2.5E-06 -46.1 1/0 7 
   6528.76 |    6529.800  Ca I      1342689345      5  6.1E-07 -47.6 0/0 6 
   6529.01 |    6530.090$ Ni II     1880502465      6  3.1E-06 -49.5 0/0 7 
   6529.00 |    6530.084$ Si I       939777043      7  2.4E-05 -49.6 0/0 6 
   6529.00 |    6530.119$ Fe I      1745593508      7  2.7E-05 -51.3 0/0 6 
   6529.01 |    6530.300 [Ni III]   1881189415     38  7.3E-06 -59.1 0/0 6 
   6529.00 |    6530.299$ O  II      538128491      7  2.8E-06 -59.8 0/0 7 
   6529.00 |    6530.316$ O  II      538127467      7  2.8E-06 -60.6 0/0 7 
   6529.00 |    6530.490$ Si I       939914266      7  2.3E-05 -68.3 0/0 7 
   6529.00 |    6530.500  S  I      1073939570      5  8.2E-06 -68.8 0/0 7 
   6529.00 |    6530.733$ Fe I      1745635499      7  2.7E-05 -79.5 0/0 7 
   6529.01 |    6530.880$ Ni II     1880751369      6  3.0E-06 -85.8 0/0 8 
   6529.00 |    6531.014  Fe I]     1745008716     24  1.3E-06 -92.3 7/0 * 
   6529.01 |    6531.153  Fe II     1746395447      7  1.1E-04 -98.3 8/0 8 
   6529.00 |    6531.200  O  III     539136111    261  5.6E-06-101.2 4/0 * 
   6529.01 |    6531.390$ Ni II     1880550608      6  3.1E-06-109.2 0/0 8 
   6529.01 |    6531.400$ Cr II     1612408314      6  9.0E-07-109.7 0/0 8 
   6529.01 |    6531.490$ Ni II     1880750345      6  3.0E-06-113.8 0/0 8 
   6529.00 |    6531.555$ Si I       939779092      7  2.4E-05-117.2 0/0 7 
   6529.01 |    6531.756  Fe II     1746263274      7  2.1E-04-126.0 */0 8 
   6529.01 |    6531.760$ Ni II     1880749321      6  3.0E-06-126.2 0/0 8 
   6529.01 |    6531.763  Fe II     1746260201      7  2.2E-04-126.3 9/0 8 
   6529.00 |    6531.837$ Fe I      1745604775      7  2.7E-05-130.1 0/0 7 
   6529.01 |    6532.000 [Co III]   1814065178     37  6.3E-06-137.2 7/0 9 
   6529.01 |    6532.100  O  I       537102495      5  4.3E-04-141.8 0/0 6 
   6529.01 |    6532.230  Mn II     1678911581      6  9.9E-06-147.8 */0 9 
   6529.01 |    6532.235  Fe II]    1746335017     23  2.0E-06-148.0 4/0 * 
   6529.00 |    6532.243$ Fe I      1745648814      7  2.7E-05-148.8 0/0 7 
   6529.01 |    6532.410  Cr II     1612084479      6  1.8E-06-156.0 2/0 * 
   6529.01 |    6532.430$ Ni II     1880548560      6  3.1E-06-156.9 0/0 8 
   6529.01 |    6532.470  C  II      403913875    262  5.8E-04-158.8 2/0 8 
   6529.01 |    6532.560  C  II      403941535    262  5.8E-04-162.9 1/0 7 
   6529.00 | >  6535.934 [Fe II]    1745939481     39  4.9E-02-318.1 3/0 0<

Observed Line:  6551.49  6.6E-02  S/N:    18.88 FWHM:  43.5
+  6548.00 |    6548.040 [N  II]     470814722     38  1.2E+00  -1.7 1/1 0A 6583.460  -3.0
   6548.00 | >  6549.970  O  I       537069721      6  4.4E-04 -90.1 5/0 0<

Observed Line:  6566.29  3.4E+00  S/N:    24.53 FWHM:  44.8
   6562.79 |    6562.200  Fe II     1746000981      7  4.4E-03  27.2 9/0 8B
+  6562.79 |    6562.800  H  I        67121158      6  1.0E+00  -0.7 0/0 1A
   6562.79 | >  6564.658$ Fe II     1746365748      7  1.2E-04 -85.2 0/0 0<

Observed Line:  6586.90  1.6E-01  S/N:    58.31 FWHM:  31.7
+  6583.39 |    6583.460 [N  II]     470814723     38  1.2E+00  -3.0 1/1 0A 6548.040  -1.7
   6583.38 |    6584.405 [Fe II]    1745943587     39  4.0E-02 -46.5 4/0 9B
   6583.38 | >  6586.270  C  I       402789398    262  1.9E-04-131.5 0/0 0<

Observed Line:  6619.82  6.7E-05  S/N:    12.17 FWHM:  28.8
   6616.30 |    6615.750$ Ni II     1880340621      6  3.6E-06  24.8 0/0 7 
   6616.04 |    6615.510  Ca I      1342673965    262  7.9E-07  24.2 3/0 9 
   6616.29 |    6615.791$ Ni I      1879296060      7  1.5E-06  22.5 0/0 7 
   6616.29 |    6615.830$ Fe I      1745544355      7  2.8E-05  20.7 0/0 5C
+  6616.28 |    6616.100  N  III     472114387      5  7.2E-07   8.1 1/0 6 
+  6616.29 |    6616.129$ Si I       939707408      7  2.4E-05   7.1 0/0 3A
+  6616.30 |    6616.290$ Ni II     1880737073      6  3.0E-06   0.3 0/0 4B
+  6616.04 |    6616.250 [Ti II]    1477477394     38  8.3E-06  -9.3 2/0 6 
   6616.29 |    6616.703  Fe I      1745477780      8  2.9E-05 -18.9 8/1 6  6502.311  -8.5
   6616.30 |    6616.770$ Ni II     1880444094      6  3.2E-06 -21.5 0/0 6 
   6616.30 |    6616.800  C  II      403792934      5  5.8E-04 -22.9 0/0 5C
   6616.30 |    6616.800  Cr II]    1611742245     22  6.4E-06 -22.9 2/0 8 
   6616.30 |    6616.820$ Ni II     1880749366      6  3.0E-06 -23.8 0/0 7 
   6616.29 |    6617.040 [Mn II]    1678786565     38  5.2E-04 -34.2 5/1 7  6656.730 -30.0
   6616.30 |    6617.295  Fe II]    1746310412     23  2.7E-06 -45.3 4/0 * 
   6616.04 |    6617.130 [Ti I]     1476415489     39  2.2E-06 -49.2 5/0 * 
   6616.30 |    6617.550* C  II      403787812      5  5.8E-04 -56.9 0/0 6 
   6616.29 |    6617.749$ Si I       939768853      7  2.4E-05 -66.3 0/0 7 
   6616.28 |    6617.800  N  III     472118490      5  7.2E-07 -68.9 1/0 9 
   6616.30 | >  6618.414  Fe II     1746260202      7  2.2E-04 -96.0 8/1 0< 6531.763-126.3

Observed Line:  6631.20  1.4E-03  S/N:     2.06 FWHM:  87.9
+  6627.67 |    6626.991  N  I       469828623    263  6.5E-05  30.7 7/0 6 
+  6627.66 |    6627.100  Al I       872484874      5  4.1E-06  25.4 1/0 6 
+  6627.66 |    6627.147$ Ni I      1879304255      7  1.5E-06  23.3 0/0 5 
+  6627.66 |    6627.190$ Fe I      1745552548      7  2.8E-05  21.3 0/0 4A
+  6627.66 |    6627.250  Cr I      1610737681      6  1.3E-06  18.6 5/0 7 
+  6627.67 |    6627.261  Fe II     1746103411      7  1.2E-03  18.5 2/0 4A
+  6627.66 |    6627.300  S  I      1073920096    261  8.2E-06  16.3 3/0 7 
+  6627.65 |    6627.357$ O  II      538128501      7  2.8E-06  13.4 0/0 4A
+  6627.65 |    6627.370  O  II      537997366    262  2.8E-06  12.8 3/0 6 
+  6627.65 |    6627.375$ O  II      538127477      7  2.8E-06  12.6 0/0 4A
+  6627.65 |    6627.600  O  II      538184932      5  2.8E-06   2.4 2/0 6 
+  6627.66 |    6627.700  S  I      1073921122    261  8.2E-06  -1.8 5/1 5  6638.000  -8.4
+  6627.67 |    6627.920  Ni II     1880322186      6  3.8E-06 -11.3 0/0 4A
+  6627.67 |    6628.091  Fe II]    1746299134     23  3.1E-06 -19.1 5/0 7 
+  6627.67 |    6628.200  Cr II     1612074241      6  1.8E-06 -24.0 2/0 7 
+  6627.66 |    6628.231$ Fe I      1745639600      7  2.7E-05 -25.8 0/0 4A
+  6627.67 |    6628.340$ S  II     1074973781      6  2.6E-05 -30.3 0/0 4A
   6627.66 |    6628.900  Al I       872483849      6  4.1E-06 -56.1 1/0 8 
   6627.65 |    6629.100 [Ni IV]    1882211343     53  7.0E-06 -65.5 2/0 * 
   6627.66 |    6629.646$ Ni I      1879292986      7  1.5E-06 -89.8 0/0 8 
   6627.66 |    6629.689$ Si I       939857946      7  2.3E-05 -91.8 0/0 7 
   6627.67 |    6630.064  Fe II]    1746160829     23  1.2E-05-108.3 3/0 * 
   6627.67 |    6630.450$ Ni II     1880606963      6  3.1E-06-125.8 0/0 8 
   6627.66 |    6630.500  S  I      1073920097    261  8.2E-06-128.5 4/0 * 
   6627.66 |    6630.676  Si I       939704336    263  2.4E-05-136.4 5/0 9 
   6627.65 |    6630.700  O  IV      540149854    261  9.1E-06-137.8 2/0 * 
   6627.67 |    6630.724  Fe II     1746439489      7  1.1E-04-138.2 2/0 9 
   6627.66 |    6630.834  Mg I       805367815    263  3.1E-05-143.6 0/0 7 
   6627.66 |    6630.874  Mg I       805470216      7  2.8E-05-145.4 0/0 7 
   6627.66 |    6631.048  Si I       939709458    264  2.4E-05-153.2 4/0 9 
   6627.65 |    6631.850* N  V       474018857    261  1.7E-06-189.8 0/0 8 
   6627.66 | >  6631.228 [Fe II]    1745914890     55  1.8E-01-161.4 7/0 0<

Observed Line:  6641.36  1.9E-03  S/N:     2.52 FWHM:  75.8
   6637.82 |    6636.938  N  I       469828624    263  6.5E-05  40.1 7/0 8 
   6637.82 |    6636.945  Fe II     1746428232      7  1.1E-04  39.7 5/0 7 
   6637.82 |    6636.990  Cr II     1612126511      6  1.5E-06  37.7 5/0 8 
   6637.81 |    6637.000  S  XV     1088441362    260  1.6E-06  36.5 1/0 7 
   6637.81 |    6637.150 [V  II]    1544619047     54  1.7E-05  30.1 1/0 6 
+  6637.81 |    6637.279$ O  II      538133625      7  2.8E-06  23.9 0/0 5 
+  6637.81 |    6637.332$ O  II      538132601      7  2.8E-06  21.5 0/0 5 
+  6637.81 |    6637.600  N  IV      473012301    261  1.2E-06   9.4 0/0 4D
+  6637.81 |    6637.625$ Ni I      1879309378      7  1.5E-06   8.6 0/0 4D
+  6637.82 |    6637.780$ S  II     1075025031      6  2.6E-05   2.0 0/0 3A
+  6637.82 |    6637.850$ S  II     1074972757      6  2.6E-05  -1.2 0/0 3A
+  6637.81 |    6638.000  S  I      1073919073    261  8.2E-06  -8.4 5/1 4D 6627.700  -1.8
+  6637.81 |    6638.027$ Fe I      1745593514      7  2.7E-05  -9.6 0/0 3A
+  6637.57 |    6637.810 [Co I]     1811956739     54  1.6E-06 -10.7 5/0 6 
+  6637.82 |    6638.142  Fe II]    1746117787     23  2.2E-05 -14.4 8/0 6 
+  6637.82 |    6638.185  Fe II]    1746154686     23  1.2E-05 -16.3 4/0 6 
+  6637.81 |    6638.300  N  III     472013938      5  7.2E-07 -22.3 3/0 7 
+  6637.81 |    6638.381  Mg I       805468168      7  2.8E-05 -25.6 0/0 4D
   6637.82 |    6638.590  Ni II     1880150050      6  8.7E-05 -34.6 1/0 5 
   6637.82 |    6638.705  Fe II]    1746329903     23  1.9E-06 -39.8 8/0 9 
   6637.81 |    6639.000  O  IV      540187807      4  9.1E-06 -53.9 3/1 8  6647.000 -48.1
   6637.81 |    6639.016  Fe I]     1745002571     24  1.3E-06 -54.3 7/0 * 
   6637.81 |    6639.100  Cr I      1610827855      6  7.1E-07 -58.1 5/0 * 
   6637.81 |    6639.345$ Si I       939761683      7  2.4E-05 -69.1 0/0 7 
   6637.81 |    6639.540 [Cr II]    1611713547     38  6.9E-04 -77.9 4/0 8 
   6637.81 |    6639.694  Fe I      1745201269      8  3.8E-05 -84.9 8/0 9 
   6637.82 |    6639.730  Cr II     1612122415      6  1.5E-06 -86.1 6/0 * 
   6637.81 |    6639.876  Fe I]     1745069143     24  9.1E-07 -93.1 4/0 * 
   6637.82 |    6639.940  Ni II     1880598752      6  3.1E-06 -95.6 5/0 * 
   6637.82 |    6640.008$ Ne I       671131659    648  6.0E-05 -98.7 0/0 7 
   6637.82 |    6640.140$ Ni II     1880605940      6  3.1E-06-104.6 0/0 8 
   6637.82 |    6640.270  Cr II]    1611821156     22  8.9E-07-110.5 4/0 * 
   6637.81 |    6640.400  O  IV      540149855    261  9.1E-06-117.1 2/0 9 
   6637.82 |    6640.460$ Cr II     1612394991      6  9.1E-07-119.1 0/0 8 
   6637.82 |    6640.460  Ni II     1880667406      6  3.1E-06-119.1 1/0 9 
   6637.81 |    6640.530  Al I       872482825      6  4.1E-06-122.7 1/0 9 
   6637.82 |    6640.710$ Ni II     1880736047      6  3.0E-06-130.4 0/0 8 
   6637.81 | >  6642.080 [Cr II]    1611713549     38  6.9E-04-192.6 4/0 0<

Observed Line:  6649.49  2.5E-04  S/N:    26.01 FWHM:  42.5
   6645.94 |    6645.060$ Cl I      1141210229      6  1.6E-07  39.8 0/0 8 
   6645.94 |    6645.110  Cr I      1610827856      6  7.1E-07  37.5 4/0 * 
   6645.94 |    6645.200$ Ni I      1879292988      7  1.5E-06  33.4 0/0 7 
   6645.94 |    6645.210  Cr I      1610946662      6  5.5E-07  33.0 */1 9  6655.030  46.7
   6645.93 |    6645.600  N  IV      473131199      5  1.2E-06  15.1 0/0 5D
+  6645.94 |    6645.660  Fe I]     1745004621     24  1.3E-06  12.7 2/0 6 
+  6645.95 |    6645.730$ Cr II     1612396016      6  9.1E-07   9.9 0/0 5D
+  6645.95 |    6645.760  Cr II     1612225866      6  1.3E-06   8.6 2/0 6 
+  6645.95 |    6645.870  Ni II     1880403105      6  3.5E-06   3.6 1/0 4B
+  6645.94 |    6645.910  Cr I      1610945638      6  5.5E-07   1.4 */0 6 
+  6645.94 |    6645.959$ Ni I      1879298109      7  1.5E-06  -0.8 0/0 3A
+  6645.95 |    6646.040  Cr II]    1611772993     22  3.1E-06  -4.1 3/0 5D
+  6645.70 |    6645.807* Ca I      1342700624      7  5.5E-07  -4.9 0/0 4B
+  6645.94 |    6646.094  P  I      1006816278      7  1.5E-07  -6.9 5/0 7 
+  6645.94 |    6646.190  Cl I      1141213231      6  1.6E-07 -11.2 1/0 6 
+  6645.70 |    6645.960  Ca I      1342824561      6  4.8E-07 -11.8 0/0 5D
   6645.70 |    6646.000* Ca I      1342802031      7  4.8E-07 -13.7 0/0 6 
